Opportunities.Value,Opportunities.Campaign Name,Opportunities.Budget,Opportunities.Discount,Opportunities.Opportunity Owner Name,CountNonNull(Opportunities.Status),
"$2,800",(Blank),"$3,500",1.3%,Julian Isla,18,NaN
"$2,800",(Blank),"$3,500",1.3%,Molly Clark,31,NaN
"$2,800",(Blank),"$3,500",1.3%,Spencer Low,7,NaN
"$2,800",(Blank),"$3,500",1.5%,Anne Weiler,22,NaN
"$2,800",(Blank),"$3,500",1.5%,Renee Lo,2,NaN
"$2,800",(Blank),"$3,500",1.5%,Alan Steiner,13,NaN
"$2,800",(Blank),"$3,500",1.5%,Molly Clark,4,NaN
"$2,800",Consumer Tradeshow,"$3,500",5.5%,Anne Weiler,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",5.3%,Alicia Thomber,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",5.3%,David So,3,NaN
"$2,800",Consumer Tradeshow,"$3,500",5.3%,Jeff Hay,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",5.3%,Molly Clark,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",7.7%,Greg Winston,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",7.8%,Molly Clark,2,NaN
"$2,800",Consumer Tradeshow,"$3,500",4.8%,Alicia Thomber,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",2.7%,Greg Winston,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",4.7%,Greg Winston,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",2.8%,Alan Steiner,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",2.8%,Alicia Thomber,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",2.8%,David So,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",2.8%,Julian Isla,2,NaN
"$2,800",Consumer Tradeshow,"$3,500",2.8%,Molly Clark,1,NaN
"$2,800",Consumer Tradeshow,"$3,500",3.0%,Alan Steiner,1,NaN
"$2,800",Customer Care Campaign,"$3,500",3.7%,Anne Weiler,1,NaN
"$2,800",Customer Care Campaign,"$3,500",3.7%,Sanjay Shah,1,NaN
"$2,800",Customer Care Campaign,"$3,500",3.7%,Greg Winston,2,NaN
"$2,800",Customer Care Campaign,"$3,500",3.7%,Renee Lo,1,NaN
"$2,800",Customer Care Campaign,"$3,500",3.8%,Alan Steiner,2,NaN
"$2,800",Customer Care Campaign,"$3,500",3.8%,Alicia Thomber,4,NaN
"$2,800",Customer Care Campaign,"$3,500",3.8%,David So,8,NaN
"$2,800",Customer Care Campaign,"$3,500",3.8%,Jeff Hay,1,NaN
"$2,800",Customer Care Campaign,"$3,500",3.8%,Julian Isla,1,NaN
"$2,800",Customer Care Campaign,"$3,500",3.8%,Molly Clark,6,NaN
"$2,800",Customer Care Campaign,"$3,500",3.8%,Spencer Low,1,NaN
"$2,800",Customer Care Campaign,"$3,500",4.0%,Anne Weiler,2,NaN
"$2,800",Customer Care Campaign,"$3,500",4.0%,Alan Steiner,2,NaN
"$2,800",Customer Care Campaign,"$3,500",6.3%,Molly Clark,1,NaN
"$2,800",Customer Care Campaign,"$3,500",6.3%,Spencer Low,1,NaN
"$2,800",Customer Care Campaign,"$3,500",6.5%,Alan Steiner,1,NaN
"$2,800",Customer Care Campaign,"$3,500",2.8%,Eric Gruber,1,NaN
"$2,800",Customer Care Campaign,"$3,500",2.8%,Spencer Low,1,NaN
"$2,800",Customer Care Campaign,"$3,500",8.8%,David So,1,NaN
"$2,800",Customer Care Campaign,"$3,500",8.8%,Eric Gruber,1,NaN
"$2,800",Customer Care Campaign,"$3,500",6.0%,Anne Weiler,1,NaN
"$2,800",Customer Care Campaign,"$3,500",6.0%,Alan Steiner,1,NaN
"$2,800",Customer Care Campaign,"$3,500",5.8%,Alan Steiner,1,NaN
"$2,800",Customer Care Campaign,"$3,500",5.8%,Alicia Thomber,1,NaN
"$2,800",Customer Follow-up,"$3,500",5.7%,Anne Weiler,1,NaN
"$2,800",Customer Follow-up,"$3,500",5.7%,Greg Winston,2,NaN
"$2,800",Customer Follow-up,"$3,500",5.7%,Renee Lo,2,NaN
"$2,800",Customer Follow-up,"$3,500",6.0%,Anne Weiler,2,NaN
"$2,800",Customer Follow-up,"$3,500",6.0%,Molly Clark,1,NaN
"$2,800",Customer Follow-up,"$3,500",5.8%,Alan Steiner,2,NaN
"$2,800",Customer Follow-up,"$3,500",5.8%,Alicia Thomber,4,NaN
"$2,800",Customer Follow-up,"$3,500",5.8%,David So,3,NaN
"$2,800",Customer Follow-up,"$3,500",5.8%,Eric Gruber,2,NaN
"$2,800",Customer Follow-up,"$3,500",5.8%,Julian Isla,2,NaN
"$2,800",Customer Follow-up,"$3,500",5.8%,Molly Clark,4,NaN
"$2,800",Customer Follow-up,"$3,500",5.6%,Anne Weiler,1,NaN
"$2,900",(Blank),"$3,625",3.1%,Sanjay Shah,7,NaN
"$2,900",(Blank),"$3,625",3.2%,Anne Weiler,6,NaN
"$2,900",(Blank),"$3,625",3.2%,Sanjay Shah,11,NaN
"$2,900",(Blank),"$3,625",3.2%,Greg Winston,44,NaN
"$2,900",(Blank),"$3,625",3.2%,Renee Lo,3,NaN
"$2,900",(Blank),"$3,625",3.3%,Anne Weiler,1,NaN
"$2,900",(Blank),"$3,625",3.3%,Alan Steiner,16,NaN
"$2,900",(Blank),"$3,625",3.3%,Alicia Thomber,30,NaN
"$2,900",(Blank),"$3,625",3.3%,David So,34,NaN
"$2,900",(Blank),"$3,625",3.3%,Eric Gruber,30,NaN
"$2,900",(Blank),"$3,625",3.3%,Jeff Hay,9,NaN
"$2,900",(Blank),"$3,625",3.3%,Julian Isla,11,NaN
"$2,900",(Blank),"$3,625",3.3%,Molly Clark,34,NaN
"$2,900",(Blank),"$3,625",3.3%,Spencer Low,16,NaN
"$2,900",(Blank),"$3,625",3.5%,Anne Weiler,24,NaN
"$2,900",(Blank),"$3,625",3.5%,Renee Lo,2,NaN
"$2,900",(Blank),"$3,625",3.5%,Alan Steiner,16,NaN
"$2,900",(Blank),"$3,625",3.5%,Molly Clark,3,NaN
"$2,900",(Blank),"$3,625",0.2%,Anne Weiler,2,NaN
"$2,900",(Blank),"$3,625",0.2%,Greg Winston,7,NaN
"$2,900",(Blank),"$3,625",0.3%,Alan Steiner,1,NaN
"$2,900",(Blank),"$3,625",0.3%,Alicia Thomber,4,NaN
"$2,900",(Blank),"$3,625",0.3%,David So,5,NaN
"$2,900",(Blank),"$3,625",0.3%,Jeff Hay,2,NaN
"$2,900",(Blank),"$3,625",0.3%,Molly Clark,5,NaN
"$2,900",(Blank),"$3,625",0.3%,Spencer Low,1,NaN
"$2,900",(Blank),"$3,625",0.5%,Anne Weiler,4,NaN
"$2,900",(Blank),"$3,625",0.5%,Alan Steiner,2,NaN
"$2,900",(Blank),"$3,625",0.5%,Molly Clark,1,NaN
"$2,900",(Blank),"$3,625",3.7%,Greg Winston,4,NaN
"$2,900",(Blank),"$3,625",3.7%,Renee Lo,3,NaN
"$2,900",(Blank),"$3,625",3.8%,Alan Steiner,1,NaN
"$2,900",(Blank),"$3,625",3.8%,Alicia Thomber,4,NaN
"$2,900",(Blank),"$3,625",3.8%,David So,6,NaN
"$2,900",(Blank),"$3,625",3.8%,Eric Gruber,8,NaN
"$2,900",(Blank),"$3,625",3.8%,Jeff Hay,1,NaN
"$2,900",(Blank),"$3,625",3.8%,Julian Isla,2,NaN
"$2,900",(Blank),"$3,625",3.8%,Molly Clark,9,NaN
"$2,900",(Blank),"$3,625",3.8%,Spencer Low,2,NaN
"$2,900",(Blank),"$3,625",4.0%,Anne Weiler,1,NaN
"$2,900",(Blank),"$3,625",4.0%,Alan Steiner,3,NaN
"$2,900",(Blank),"$3,625",0.1%,Sanjay Shah,1,NaN
"$2,900",(Blank),"$3,625",3.6%,Sanjay Shah,1,NaN
"$2,900",(Blank),"$3,625",6.2%,Anne Weiler,2,NaN
"$2,900",(Blank),"$3,625",6.2%,Sanjay Shah,1,NaN
"$2,900",(Blank),"$3,625",6.2%,Greg Winston,4,NaN
"$2,900",(Blank),"$3,625",6.2%,Renee Lo,2,NaN
"$2,900",(Blank),"$3,625",6.3%,Alan Steiner,3,NaN
"$2,900",(Blank),"$3,625",6.3%,Alicia Thomber,1,NaN
"$2,900",(Blank),"$3,625",6.3%,David So,3,NaN
"$2,900",(Blank),"$3,625",6.3%,Eric Gruber,3,NaN
"$2,900",(Blank),"$3,625",6.3%,Jeff Hay,1,NaN
"$2,900",(Blank),"$3,625",6.3%,Julian Isla,4,NaN
"$2,900",(Blank),"$3,625",6.3%,Molly Clark,6,NaN
"$2,900",(Blank),"$3,625",6.3%,Spencer Low,4,NaN
"$2,900",(Blank),"$3,625",6.5%,Anne Weiler,2,NaN
"$2,900",(Blank),"$3,625",6.5%,Alan Steiner,3,NaN
"$2,900",(Blank),"$3,625",1.1%,Anne Weiler,2,NaN
"$2,900",(Blank),"$3,625",1.1%,Sanjay Shah,1,NaN
"$2,900",(Blank),"$3,625",1.2%,Anne Weiler,3,NaN
"$2,900",(Blank),"$3,625",1.2%,Sanjay Shah,3,NaN
"$2,900",(Blank),"$3,625",1.2%,Greg Winston,30,NaN
"$2,900",(Blank),"$3,625",1.2%,Renee Lo,7,NaN
"$2,900",(Blank),"$3,625",1.3%,Alan Steiner,13,NaN
"$2,900",(Blank),"$3,625",1.3%,Alicia Thomber,17,NaN
"$2,900",(Blank),"$3,625",1.3%,David So,23,NaN
"$2,900",(Blank),"$3,625",1.3%,Eric Gruber,15,NaN
"$2,900",(Blank),"$3,625",1.3%,Jeff Hay,9,NaN
"$2,900",(Blank),"$3,625",1.3%,Julian Isla,11,NaN
"$2,900",(Blank),"$3,625",1.3%,Molly Clark,29,NaN
"$2,900",(Blank),"$3,625",1.3%,Spencer Low,8,NaN
"$2,900",(Blank),"$3,625",1.5%,Anne Weiler,14,NaN
"$2,900",(Blank),"$3,625",1.5%,Renee Lo,1,NaN
"$2,900",(Blank),"$3,625",1.5%,Alan Steiner,13,NaN
"$2,900",(Blank),"$3,625",1.5%,Molly Clark,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",5.3%,Alicia Thomber,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",5.3%,Molly Clark,2,NaN
"$2,900",Consumer Tradeshow,"$3,625",5.3%,Spencer Low,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",5.2%,Greg Winston,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",5.2%,Renee Lo,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",7.8%,Alicia Thomber,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",7.8%,David So,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",7.8%,Molly Clark,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",4.6%,Sanjay Shah,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",4.8%,David So,2,NaN
"$2,900",Consumer Tradeshow,"$3,625",4.8%,Julian Isla,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",2.8%,David So,2,NaN
"$2,900",Consumer Tradeshow,"$3,625",2.8%,Eric Gruber,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",2.8%,Molly Clark,1,NaN
"$2,900",Consumer Tradeshow,"$3,625",3.0%,Anne Weiler,2,NaN
"$2,900",Customer Care Campaign,"$3,625",3.7%,Anne Weiler,2,NaN
"$2,900",Customer Care Campaign,"$3,625",3.7%,Sanjay Shah,2,NaN
"$2,900",Customer Care Campaign,"$3,625",3.7%,Greg Winston,7,NaN
"$2,900",Customer Care Campaign,"$3,625",3.8%,Alicia Thomber,2,NaN
"$2,900",Customer Care Campaign,"$3,625",3.8%,David So,5,NaN
"$2,900",Customer Care Campaign,"$3,625",3.8%,Eric Gruber,2,NaN
"$2,900",Customer Care Campaign,"$3,625",3.8%,Jeff Hay,2,NaN
"$2,900",Customer Care Campaign,"$3,625",3.8%,Julian Isla,1,NaN
"$2,900",Customer Care Campaign,"$3,625",3.8%,Molly Clark,3,NaN
"$2,900",Customer Care Campaign,"$3,625",3.8%,Spencer Low,2,NaN
"$2,900",Customer Care Campaign,"$3,625",4.0%,Anne Weiler,5,NaN
"$2,900",Customer Care Campaign,"$3,625",4.0%,Alan Steiner,3,NaN
"$2,900",Customer Care Campaign,"$3,625",4.0%,Molly Clark,1,NaN
"$2,900",Customer Care Campaign,"$3,625",3.6%,Sanjay Shah,1,NaN
"$2,900",Customer Care Campaign,"$3,625",2.7%,Sanjay Shah,1,NaN
"$2,900",Customer Care Campaign,"$3,625",3.0%,Alan Steiner,1,NaN
"$2,900",Customer Care Campaign,"$3,625",9.0%,Anne Weiler,1,NaN
"$2,900",Customer Care Campaign,"$3,625",5.7%,Greg Winston,1,NaN
"$2,900",Customer Care Campaign,"$3,625",5.8%,Alicia Thomber,1,NaN
"$2,900",Customer Care Campaign,"$3,625",5.8%,David So,1,NaN
"$2,900",Customer Care Campaign,"$3,625",5.8%,Julian Isla,1,NaN
"$2,900",Customer Follow-up,"$3,625",5.7%,Anne Weiler,2,NaN
"$2,900",Customer Follow-up,"$3,625",5.7%,Sanjay Shah,1,NaN
"$2,900",Customer Follow-up,"$3,625",5.7%,Greg Winston,3,NaN
"$2,900",Customer Follow-up,"$3,625",6.0%,Anne Weiler,5,NaN
"$2,900",Customer Follow-up,"$3,625",6.0%,Alan Steiner,2,NaN
"$2,900",Customer Follow-up,"$3,625",5.8%,Alan Steiner,4,NaN
"$2,900",Customer Follow-up,"$3,625",5.8%,Alicia Thomber,6,NaN
"$2,900",Customer Follow-up,"$3,625",5.8%,David So,4,NaN
"$2,900",Customer Follow-up,"$3,625",5.8%,Eric Gruber,4,NaN
"$2,900",Customer Follow-up,"$3,625",5.8%,Julian Isla,1,NaN
"$2,900",Customer Follow-up,"$3,625",5.8%,Molly Clark,6,NaN
"$2,900",Customer Follow-up,"$3,625",5.8%,Spencer Low,2,NaN
"$2,900",Customer Follow-up,"$3,625",5.6%,Sanjay Shah,2,NaN
"$3,000",(Blank),"$3,750",3.1%,Anne Weiler,5,NaN
"$3,000",(Blank),"$3,750",3.1%,Sanjay Shah,3,NaN
"$3,000",(Blank),"$3,750",3.2%,Anne Weiler,8,NaN
"$3,000",(Blank),"$3,750",3.2%,Sanjay Shah,11,NaN
"$3,000",(Blank),"$3,750",3.2%,Greg Winston,45,NaN
"$3,000",(Blank),"$3,750",3.2%,Renee Lo,6,NaN
"$3,000",(Blank),"$3,750",3.3%,Alan Steiner,12,NaN
"$3,000",(Blank),"$3,750",3.3%,Alicia Thomber,33,NaN
"$3,000",(Blank),"$3,750",3.3%,David So,37,NaN
"$3,000",(Blank),"$3,750",3.3%,Eric Gruber,31,NaN
"$3,000",(Blank),"$3,750",3.3%,Jeff Hay,12,NaN
"$3,000",(Blank),"$3,750",3.3%,Julian Isla,12,NaN
"$3,000",(Blank),"$3,750",3.3%,Molly Clark,34,NaN
"$3,000",(Blank),"$3,750",3.3%,Spencer Low,13,NaN
"$3,000",(Blank),"$3,750",3.5%,Anne Weiler,32,NaN
"$3,000",(Blank),"$3,750",3.5%,Renee Lo,4,NaN
"$3,000",(Blank),"$3,750",3.5%,Alan Steiner,13,NaN
"$3,000",(Blank),"$3,750",3.5%,Molly Clark,2,NaN
"$3,000",(Blank),"$3,750",3.7%,Anne Weiler,1,NaN
"$3,000",(Blank),"$3,750",3.7%,Greg Winston,1,NaN
"$3,000",(Blank),"$3,750",3.8%,Alan Steiner,1,NaN
"$3,000",(Blank),"$3,750",3.8%,Alicia Thomber,1,NaN
"$3,000",(Blank),"$3,750",3.8%,David So,2,NaN
"$3,000",(Blank),"$3,750",3.8%,Eric Gruber,2,NaN
"$3,000",(Blank),"$3,750",3.8%,Jeff Hay,2,NaN
"$3,000",(Blank),"$3,750",3.8%,Molly Clark,1,NaN
"$3,000",(Blank),"$3,750",4.0%,Anne Weiler,2,NaN
"$3,000",(Blank),"$3,750",6.2%,Anne Weiler,2,NaN
"$3,000",(Blank),"$3,750",6.2%,Sanjay Shah,2,NaN
"$3,000",(Blank),"$3,750",6.2%,Greg Winston,1,NaN
"$3,000",(Blank),"$3,750",6.2%,Renee Lo,1,NaN
"$3,000",(Blank),"$3,750",6.3%,Alan Steiner,2,NaN
"$3,000",(Blank),"$3,750",6.3%,Alicia Thomber,2,NaN
"$3,000",(Blank),"$3,750",6.3%,David So,3,NaN
"$3,000",(Blank),"$3,750",6.3%,Eric Gruber,7,NaN
"$3,000",(Blank),"$3,750",6.3%,Jeff Hay,1,NaN
"$3,000",(Blank),"$3,750",6.3%,Julian Isla,2,NaN
"$3,000",(Blank),"$3,750",6.3%,Molly Clark,5,NaN
"$3,000",(Blank),"$3,750",6.3%,Spencer Low,2,NaN
"$3,000",(Blank),"$3,750",6.5%,Anne Weiler,3,NaN
"$3,000",(Blank),"$3,750",6.5%,Renee Lo,1,NaN
"$3,000",(Blank),"$3,750",6.5%,Alan Steiner,2,NaN
"$3,000",(Blank),"$3,750",1.1%,Anne Weiler,4,NaN
"$3,000",(Blank),"$3,750",1.2%,Anne Weiler,8,NaN
"$3,000",(Blank),"$3,750",1.2%,Sanjay Shah,4,NaN
"$3,000",(Blank),"$3,750",1.2%,Greg Winston,22,NaN
"$3,000",(Blank),"$3,750",1.2%,Renee Lo,3,NaN
"$3,000",(Blank),"$3,750",1.3%,Anne Weiler,1,NaN
"$3,000",(Blank),"$3,750",1.3%,Alan Steiner,9,NaN
"$3,000",(Blank),"$3,750",1.3%,Alicia Thomber,27,NaN
"$3,000",(Blank),"$3,750",1.3%,David So,25,NaN
"$3,000",(Blank),"$3,750",1.3%,Eric Gruber,29,NaN
"$3,000",(Blank),"$3,750",1.3%,Jeff Hay,10,NaN
"$3,000",(Blank),"$3,750",1.3%,Julian Isla,9,NaN
"$3,000",(Blank),"$3,750",1.3%,Molly Clark,29,NaN
"$3,000",(Blank),"$3,750",1.3%,Spencer Low,16,NaN
"$3,000",(Blank),"$3,750",1.5%,Anne Weiler,16,NaN
"$3,000",(Blank),"$3,750",1.5%,Renee Lo,1,NaN
"$3,000",(Blank),"$3,750",1.5%,Alan Steiner,9,NaN
"$3,000",Consumer Tradeshow,"$3,750",8.0%,Anne Weiler,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",7.8%,Alicia Thomber,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",7.8%,Eric Gruber,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",7.8%,Spencer Low,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",4.8%,Alicia Thomber,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",4.8%,David So,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",4.8%,Molly Clark,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",4.8%,Spencer Low,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",2.7%,Anne Weiler,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",2.7%,Renee Lo,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",2.8%,Molly Clark,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",2.8%,Spencer Low,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",3.0%,Anne Weiler,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",5.0%,Anne Weiler,1,NaN
"$3,000",Consumer Tradeshow,"$3,750",5.0%,Alan Steiner,1,NaN
"$3,000",Customer Care Campaign,"$3,750",3.7%,Greg Winston,5,NaN
"$3,000",Customer Care Campaign,"$3,750",3.8%,Alan Steiner,1,NaN
"$3,000",Customer Care Campaign,"$3,750",3.8%,Alicia Thomber,3,NaN
"$3,000",Customer Care Campaign,"$3,750",3.8%,David So,3,NaN
"$3,000",Customer Care Campaign,"$3,750",3.8%,Eric Gruber,2,NaN
"$3,000",Customer Care Campaign,"$3,750",3.8%,Jeff Hay,2,NaN
"$3,000",Customer Care Campaign,"$3,750",3.8%,Julian Isla,2,NaN
"$3,000",Customer Care Campaign,"$3,750",3.8%,Molly Clark,3,NaN
"$3,000",Customer Care Campaign,"$3,750",4.0%,Anne Weiler,3,NaN
"$3,000",Customer Care Campaign,"$3,750",4.0%,Alan Steiner,1,NaN
"$3,000",Customer Care Campaign,"$3,750",3.6%,Anne Weiler,1,NaN
"$3,000",Customer Care Campaign,"$3,750",5.8%,Alicia Thomber,1,NaN
"$3,000",Customer Care Campaign,"$3,750",5.8%,Julian Isla,1,NaN
"$3,000",Customer Follow-up,"$3,750",5.7%,Anne Weiler,1,NaN
"$3,000",Customer Follow-up,"$3,750",5.7%,Sanjay Shah,1,NaN
"$3,000",Customer Follow-up,"$3,750",5.7%,Greg Winston,2,NaN
"$3,000",Customer Follow-up,"$3,750",5.7%,Renee Lo,1,NaN
"$3,000",Customer Follow-up,"$3,750",6.0%,Anne Weiler,3,NaN
"$3,000",Customer Follow-up,"$3,750",6.0%,Renee Lo,1,NaN
"$3,000",Customer Follow-up,"$3,750",6.0%,Alan Steiner,2,NaN
"$3,000",Customer Follow-up,"$3,750",6.0%,Molly Clark,1,NaN
"$3,000",Customer Follow-up,"$3,750",5.8%,Alan Steiner,3,NaN
"$3,000",Customer Follow-up,"$3,750",5.8%,Alicia Thomber,1,NaN
"$3,000",Customer Follow-up,"$3,750",5.8%,David So,4,NaN
"$3,000",Customer Follow-up,"$3,750",5.8%,Eric Gruber,2,NaN
"$3,000",Customer Follow-up,"$3,750",5.8%,Jeff Hay,3,NaN
"$3,000",Customer Follow-up,"$3,750",5.8%,Julian Isla,3,NaN
"$3,000",Customer Follow-up,"$3,750",5.8%,Molly Clark,6,NaN
"$3,000",Customer Follow-up,"$3,750",5.8%,Spencer Low,3,NaN
"$3,000",Customer Follow-up,"$3,750",5.6%,Sanjay Shah,2,NaN
"$3,100",(Blank),"$3,875",3.1%,Anne Weiler,4,NaN
"$3,100",(Blank),"$3,875",3.1%,Sanjay Shah,1,NaN
"$3,100",(Blank),"$3,875",3.2%,Anne Weiler,5,NaN
"$3,100",(Blank),"$3,875",3.2%,Sanjay Shah,8,NaN
"$3,100",(Blank),"$3,875",3.2%,Greg Winston,30,NaN
"$3,100",(Blank),"$3,875",3.2%,Renee Lo,5,NaN
"$3,100",(Blank),"$3,875",3.3%,Alan Steiner,11,NaN
"$3,100",(Blank),"$3,875",3.3%,Alicia Thomber,37,NaN
"$3,100",(Blank),"$3,875",3.3%,David So,40,NaN
"$3,100",(Blank),"$3,875",3.3%,Eric Gruber,25,NaN
"$3,100",(Blank),"$3,875",3.3%,Jeff Hay,6,NaN
"$3,100",(Blank),"$3,875",3.3%,Julian Isla,10,NaN
"$3,100",(Blank),"$3,875",3.3%,Molly Clark,46,NaN
"$3,100",(Blank),"$3,875",3.3%,Spencer Low,12,NaN
"$3,100",(Blank),"$3,875",3.5%,Anne Weiler,23,NaN
"$3,100",(Blank),"$3,875",3.5%,Renee Lo,2,NaN
"$3,100",(Blank),"$3,875",3.5%,Alan Steiner,17,NaN
"$3,100",(Blank),"$3,875",3.5%,Molly Clark,3,NaN
"$3,100",(Blank),"$3,875",3.7%,Greg Winston,4,NaN
"$3,100",(Blank),"$3,875",3.8%,Alan Steiner,1,NaN
"$3,100",(Blank),"$3,875",3.8%,Alicia Thomber,2,NaN
"$3,100",(Blank),"$3,875",3.8%,David So,3,NaN
"$3,100",(Blank),"$3,875",3.8%,Eric Gruber,3,NaN
"$3,100",(Blank),"$3,875",3.8%,Jeff Hay,1,NaN
"$3,100",(Blank),"$3,875",3.8%,Julian Isla,1,NaN
"$3,100",(Blank),"$3,875",3.8%,Molly Clark,2,NaN
"$3,100",(Blank),"$3,875",4.0%,Anne Weiler,2,NaN
"$3,100",(Blank),"$3,875",4.0%,Renee Lo,1,NaN
"$3,100",(Blank),"$3,875",4.0%,Alan Steiner,5,NaN
"$3,100",(Blank),"$3,875",6.2%,Anne Weiler,2,NaN
"$3,100",(Blank),"$3,875",6.2%,Greg Winston,3,NaN
"$3,100",(Blank),"$3,875",6.2%,Renee Lo,1,NaN
"$3,100",(Blank),"$3,875",6.3%,Alan Steiner,1,NaN
"$3,100",(Blank),"$3,875",6.3%,Alicia Thomber,4,NaN
"$3,100",(Blank),"$3,875",6.3%,David So,5,NaN
"$3,100",(Blank),"$3,875",6.3%,Eric Gruber,4,NaN
"$3,100",(Blank),"$3,875",6.3%,Jeff Hay,3,NaN
"$3,100",(Blank),"$3,875",6.3%,Molly Clark,6,NaN
"$3,100",(Blank),"$3,875",6.3%,Spencer Low,1,NaN
"$3,100",(Blank),"$3,875",6.5%,Anne Weiler,10,NaN
"$3,100",(Blank),"$3,875",6.5%,Renee Lo,1,NaN
"$3,100",(Blank),"$3,875",6.5%,Alan Steiner,2,NaN
"$3,100",(Blank),"$3,875",1.1%,Anne Weiler,5,NaN
"$3,100",(Blank),"$3,875",1.1%,Sanjay Shah,6,NaN
"$3,100",(Blank),"$3,875",1.2%,Anne Weiler,10,NaN
"$3,100",(Blank),"$3,875",1.2%,Sanjay Shah,6,NaN
"$3,100",(Blank),"$3,875",1.2%,Greg Winston,24,NaN
"$3,100",(Blank),"$3,875",1.2%,Renee Lo,11,NaN
"$3,100",(Blank),"$3,875",1.3%,Alan Steiner,6,NaN
"$3,100",(Blank),"$3,875",1.3%,Alicia Thomber,21,NaN
"$3,100",(Blank),"$3,875",1.3%,David So,37,NaN
"$3,100",(Blank),"$3,875",1.3%,Eric Gruber,13,NaN
"$3,100",(Blank),"$3,875",1.3%,Jeff Hay,14,NaN
"$3,100",(Blank),"$3,875",1.3%,Julian Isla,15,NaN
"$3,100",(Blank),"$3,875",1.3%,Molly Clark,24,NaN
"$3,100",(Blank),"$3,875",1.3%,Spencer Low,12,NaN
"$3,100",(Blank),"$3,875",1.5%,Anne Weiler,20,NaN
"$3,100",(Blank),"$3,875",1.5%,Renee Lo,1,NaN
"$3,100",(Blank),"$3,875",1.5%,Alan Steiner,12,NaN
"$3,100",(Blank),"$3,875",1.5%,Molly Clark,4,NaN
"$3,100",Consumer Tradeshow,"$3,875",5.3%,Molly Clark,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",7.8%,Alicia Thomber,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",7.8%,David So,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",7.8%,Eric Gruber,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",7.8%,Molly Clark,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",4.8%,Alan Steiner,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",4.8%,David So,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",4.8%,Eric Gruber,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",4.8%,Molly Clark,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",2.7%,Greg Winston,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",2.7%,Renee Lo,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",4.7%,Sanjay Shah,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",2.8%,David So,2,NaN
"$3,100",Consumer Tradeshow,"$3,875",2.8%,Eric Gruber,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",2.8%,Jeff Hay,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",2.8%,Spencer Low,2,NaN
"$3,100",Consumer Tradeshow,"$3,875",3.0%,Alan Steiner,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",5.0%,Anne Weiler,1,NaN
"$3,100",Consumer Tradeshow,"$3,875",5.0%,Renee Lo,1,NaN
"$3,100",Customer Care Campaign,"$3,875",3.7%,Sanjay Shah,2,NaN
"$3,100",Customer Care Campaign,"$3,875",3.7%,Greg Winston,1,NaN
"$3,100",Customer Care Campaign,"$3,875",3.7%,Renee Lo,2,NaN
